"Index","TARGET_CLASS","criterion","Size","Length","Fitness","Total_Time","evo_seed","BRANCH_Coverage","LINE_Coverage","WEAKMUTATION_Coverage","CBRANCH_Coverage","gin_seed","patch","validpatch","success","avgtime","speedup"
"1","locogp.SortBubble","BRANCH","3","12","0.0","2407","2","100","100","97","100","8","|","false","true","0","0.0"
"2","locogp.SortBubble","BRANCH","2","12","0.0","2407","2","71","88","94","71","64","| gin.edit.statement.SwapStatement ../examples/locoGP/src/main/java/locogp/SortBubble.java:18 <-> ../examples/locoGP/src/main/java/locogp/SortBubble.java:66 |","true","true","1863927","9.584665"
"3","locogp.SortBubble","BRANCH","1","12","0.0","2407","2","14","12","0","14","95","| gin.edit.statement.DeleteStatement ../examples/locoGP/src/main/java/locogp/SortBubble.java:51 | gin.edit.statement.SwapStatement ../examples/locoGP/src/main/java/locogp/SortBubble.java:65 <-> ../examples/locoGP/src/main/java/locogp/SortBubble.java:90 | gin.edit.statement.SwapStatement ../examples/locoGP/src/main/java/locogp/SortBubble.java:51 <-> ../examples/locoGP/src/main/java/locogp/SortBubble.java:19 |","true","false","864514","64.49225"
"4","locogp.SortBubble","BRANCH","1","12","0.0","2407","2","14","12","0","14","67","|","false","true","0","0.0"
"5","locogp.SortBubble","BRANCH","4","15","0.0","2442","69","100","100","90","100","22","|","false","true","0","0.0"
"6","locogp.SortBubble","BRANCH","3","15","0.0","2442","69","86","88","90","86","2","| gin.edit.statement.SwapStatement ../examples/locoGP/src/main/java/locogp/SortBubble.java:66 <-> ../examples/locoGP/src/main/java/locogp/SortBubble.java:66 |","true","true","663685","61.17241"
"7","locogp.SortBubble","BRANCH","2","15","0.0","2442","69","57","75","87","57","8","| gin.edit.statement.CopyStatement ../examples/locoGP/src/main/java/locogp/SortBubble.java:51 -> ../examples/locoGP/src/main/java/locogp/SortBubble.java:50:50 | gin.edit.statement.SwapStatement ../examples/locoGP/src/main/java/locogp/SortBubble.java:18 <-> ../examples/locoGP/src/main/java/locogp/SortBubble.java:66 |","true","true","794325","42.760895"
"8","locogp.SortBubble","BRANCH","1","15","0.0","2442","69","43","38","44","43","64","| gin.edit.statement.DeleteStatement ../examples/locoGP/src/main/java/locogp/SortBubble.java:65 | gin.edit.statement.ReplaceStatement ../examples/locoGP/src/main/java/locogp/SortBubble.java:65 -> ../examples/locoGP/src/main/java/locogp/SortBubble.java:65 | gin.edit.statement.SwapStatement ../examples/locoGP/src/main/java/locogp/SortBubble.java:18 <-> ../examples/locoGP/src/main/java/locogp/SortBubble.java:66 |","true","true","701940","72.629585"
"9","locogp.SortBubble","LINE","3","12","0.0","2331","95","100","100","96","100","67","| gin.edit.statement.DeleteStatement ../examples/locoGP/src/main/java/locogp/SortBubble.java:65 |","true","true","1116972","60.013348"
"10","locogp.SortBubble","LINE","2","12","0.0","2331","95","86","88","96","86","69","|","false","true","0","0.0"
"11","locogp.SortBubble","LINE","1","12","0.0","2331","95","43","38","21","43","22","| gin.edit.statement.ReplaceStatement ../examples/locoGP/src/main/java/locogp/SortBubble.java:76 -> ../examples/locoGP/src/main/java/locogp/SortBubble.java:76 | gin.edit.statement.CopyStatement ../examples/locoGP/src/main/java/locogp/SortBubble.java:50 -> ../examples/locoGP/src/main/java/locogp/SortBubble.java:50:51 |","true","true","110006801","1.900004"
"12","locogp.SortBubble","LINE","1","12","0.0","2331","95","43","38","21","43","2","|","false","true","0","0.0"
"13","locogp.SortBubble","LINE","3","11","0.0","2382","8","86","100","82","86","64","|","false","true","0","0.0"
"14","locogp.SortBubble","LINE","2","11","0.0","2382","8","57","88","79","57","95","| gin.edit.statement.SwapStatement ../examples/locoGP/src/main/java/locogp/SortBubble.java:90 <-> ../examples/locoGP/src/main/java/locogp/SortBubble.java:90 |","true","true","1502345","99.40639"
"15","locogp.SortBubble","LINE","1","11","0.0","2382","8","14","12","0","14","67","|","false","true","0","0.0"
"16","locogp.SortBubble","LINE","1","11","0.0","2382","8","14","12","0","14","69","| gin.edit.statement.DeleteStatement ../examples/locoGP/src/main/java/locogp/SortBubble.java:50 |","true","true","121313268","1.7090913"
"17","locogp.SortBubble","WEAKMUTATION","4","21","0.5","5565","22","86","88","99","86","2","|","false","true","0","0.0"
"18","locogp.SortBubble","WEAKMUTATION","3","21","0.5","5565","22","71","88","96","71","8","| gin.edit.statement.SwapStatement ../examples/locoGP/src/main/java/locogp/SortBubble.java:51 <-> ../examples/locoGP/src/main/java/locogp/SortBubble.java:50 | gin.edit.statement.CopyStatement ../examples/locoGP/src/main/java/locogp/SortBubble.java:34 -> ../examples/locoGP/src/main/java/locogp/SortBubble.java:33:33 | gin.edit.statement.CopyStatement ../examples/locoGP/src/main/java/locogp/SortBubble.java:101 -> ../examples/locoGP/src/main/java/locogp/SortBubble.java:65:65 |","true","true","60515312","68.002975"
"19","locogp.SortBubble","WEAKMUTATION","2","21","0.5","5565","22","71","88","93","71","64","| gin.edit.statement.DeleteStatement ../examples/locoGP/src/main/java/locogp/SortBubble.java:65 |","true","true","1453230","98.83574"
"20","locogp.SortBubble","WEAKMUTATION","1","21","0.5","5565","22","14","25","7","14","95","|","false","true","0","0.0"
"21","locogp.SortBubble","WEAKMUTATION","4","18","0.5","5534","67","86","88","99","86","69","|","false","true","0","0.0"
"22","locogp.SortBubble","WEAKMUTATION","3","18","0.5","5534","67","71","50","48","71","22","| gin.edit.statement.ReplaceStatement ../examples/locoGP/src/main/java/locogp/SortBubble.java:50 -> ../examples/locoGP/src/main/java/locogp/SortBubble.java:51 | gin.edit.statement.DeleteStatement ../examples/locoGP/src/main/java/locogp/SortBubble.java:66 | gin.edit.statement.DeleteStatement ../examples/locoGP/src/main/java/locogp/SortBubble.java:90 |","true","true","1631559","99.19425"
"23","locogp.SortBubble","WEAKMUTATION","2","18","0.5","5534","67","71","50","46","71","2","| gin.edit.statement.ReplaceStatement ../examples/locoGP/src/main/java/locogp/SortBubble.java:101 -> ../examples/locoGP/src/main/java/locogp/SortBubble.java:18 | gin.edit.statement.CopyStatement ../examples/locoGP/src/main/java/locogp/SortBubble.java:19 -> ../examples/locoGP/src/main/java/locogp/SortBubble.java:18:19 | gin.edit.statement.SwapStatement ../examples/locoGP/src/main/java/locogp/SortBubble.java:51 <-> ../examples/locoGP/src/main/java/locogp/SortBubble.java:18 |","true","true","61756881","67.64083"
"24","locogp.SortBubble","WEAKMUTATION","1","18","0.5","5534","67","43","38","21","43","8","| gin.edit.statement.SwapStatement ../examples/locoGP/src/main/java/locogp/SortBubble.java:66 <-> ../examples/locoGP/src/main/java/locogp/SortBubble.java:76 | gin.edit.statement.CopyStatement ../examples/locoGP/src/main/java/locogp/SortBubble.java:34 -> ../examples/locoGP/src/main/java/locogp/SortBubble.java:18:19 |","true","false","65951163","43.60139"
"25","locogp.SortBubble","CBRANCH","3","7","0.0","2362","64","71","62","28","71","95","|","false","true","0","0.0"
"26","locogp.SortBubble","CBRANCH","2","7","0.0","2362","64","57","50","21","57","67","| gin.edit.statement.DeleteStatement ../examples/locoGP/src/main/java/locogp/SortBubble.java:65 |","true","true","68372798","47.61412"
"27","locogp.SortBubble","CBRANCH","1","7","0.0","2362","64","43","38","21","43","69","| gin.edit.statement.CopyStatement ../examples/locoGP/src/main/java/locogp/SortBubble.java:51 -> ../examples/locoGP/src/main/java/locogp/SortBubble.java:50:51 |","true","true","117890056","38.186905"
"28","locogp.SortBubble","CBRANCH","1","7","0.0","2362","64","43","38","21","43","22","|","false","true","0","0.0"
"29","locogp.SortBubble","CBRANCH","3","12","0.0","2458","2","100","100","97","100","8","|","false","true","0","0.0"
"30","locogp.SortBubble","CBRANCH","2","12","0.0","2458","2","71","88","94","71","64","| gin.edit.statement.DeleteStatement ../examples/locoGP/src/main/java/locogp/SortBubble.java:65 |","true","true","61269771","48.17242"
