"Index","TARGET_CLASS","criterion","Size","Length","Fitness","Total_Time","evo_seed","BRANCH_Coverage","LINE_Coverage","WEAKMUTATION_Coverage","CBRANCH_Coverage","gin_seed","patch","validpatch","success","avgtime","speedup"
"1","locogp.SortCocktail","BRANCH","3","18","0.0","2634","69","100","100","100","100","22","| gin.edit.statement.SwapStatement ../examples/locoGP/src/main/java/locogp/SortCocktail.java:98 <-> ../examples/locoGP/src/main/java/locogp/SortCocktail.java:24 | gin.edit.statement.ReplaceStatement ../examples/locoGP/src/main/java/locogp/SortCocktail.java:87 -> ../examples/locoGP/src/main/java/locogp/SortCocktail.java:24 |","true","false","1777969","-93.25424"
"2","locogp.SortCocktail","BRANCH","2","18","0.0","2634","69","38","37","29","38","2","| gin.edit.statement.DeleteStatement ../examples/locoGP/src/main/java/locogp/SortCocktail.java:62 | gin.edit.statement.DeleteStatement ../examples/locoGP/src/main/java/locogp/SortCocktail.java:130 |","true","true","657395","62.941772"
"3","locogp.SortCocktail","BRANCH","1","18","0.0","2634","69","31","32","29","31","8","|","false","true","0","0.0"
"4","locogp.SortCocktail","BRANCH","1","18","0.0","2634","69","31","32","29","31","64","|","false","true","0","0.0"
"5","locogp.SortCocktail","BRANCH","3","16","0.0","3572","95","100","100","97","100","67","|","false","true","0","0.0"
"6","locogp.SortCocktail","BRANCH","2","16","0.0","3572","95","69","74","77","69","69","|","false","true","0","0.0"
"7","locogp.SortCocktail","BRANCH","1","16","0.0","3572","95","62","68","77","62","22","|","false","true","0","0.0"
"8","locogp.SortCocktail","BRANCH","1","16","0.0","3572","95","62","68","77","62","2","|","false","true","0","0.0"
"9","locogp.SortCocktail","LINE","2","12","0.0","4295","8","92","100","100","92","64","|","false","true","0","0.0"
"10","locogp.SortCocktail","LINE","1","12","0.0","4295","8","8","5","0","8","95","|","false","true","0","0.0"
"11","locogp.SortCocktail","LINE","1","12","0.0","4295","8","8","5","0","8","67","| gin.edit.statement.CopyStatement ../examples/locoGP/src/main/java/locogp/SortCocktail.java:131 -> ../examples/locoGP/src/main/java/locogp/SortCocktail.java:47:48 |","true","true","106180303","1.0526394"
"12","locogp.SortCocktail","LINE","1","12","0.0","4295","8","8","5","0","8","69","|","false","true","0","0.0"
"13","locogp.SortCocktail","LINE","3","16","0.0","6760","22","100","100","100","100","2","| gin.edit.statement.SwapStatement ../examples/locoGP/src/main/java/locogp/SortCocktail.java:48 <-> ../examples/locoGP/src/main/java/locogp/SortCocktail.java:98 | gin.edit.statement.DeleteStatement ../examples/locoGP/src/main/java/locogp/SortCocktail.java:98 |","true","true","8605188","89.15485"
