"Index","TARGET_CLASS","criterion","Size","Length","Fitness","Total_Time","evo_seed","BRANCH_Coverage","LINE_Coverage","WEAKMUTATION_Coverage","CBRANCH_Coverage","gin_seed","patch","validpatch","success","avgtime","speedup"
"1","locogp.SortRadix","BRANCH","3","10","0.0","2523","24","100","100","90","100","55","| gin.edit.statement.CopyStatement ../examples/locoGP/src/main/java/locogp/SortRadix.java:102 -> ../examples/locoGP/src/main/java/locogp/SortRadix.java:151:152 |","true","false","1394189","-26.512135"
"2","locogp.SortRadix","BRANCH","2","10","0.0","2523","24","93","100","90","93","45","|","false","true","0","0.0"
"3","locogp.SortRadix","BRANCH","1","10","0.0","2523","24","87","93","90","87","9","|","false","true","0","0.0"
"4","locogp.SortRadix","BRANCH","1","10","0.0","2523","24","87","93","90","87","89","|","false","true","0","0.0"
"5","locogp.SortRadix","BRANCH","3","11","0.0","2554","16","100","100","90","100","51","|","false","true","0","0.0"
"6","locogp.SortRadix","BRANCH","2","11","0.0","2554","16","93","100","90","93","43","|","false","true","0","0.0"
"7","locogp.SortRadix","BRANCH","1","11","0.0","2554","16","87","93","90","87","56","|","false","true","0","0.0"
"8","locogp.SortRadix","BRANCH","1","11","0.0","2554","16","87","93","90","87","73","|","false","true","0","0.0"
"9","locogp.SortRadix","LINE","3","13","0.0","2829","25","80","100","87","80","81","| gin.edit.statement.ReplaceStatement ../examples/locoGP/src/main/java/locogp/SortRadix.java:118 -> ../examples/locoGP/src/main/java/locogp/SortRadix.java:119 | gin.edit.statement.DeleteStatement ../examples/locoGP/src/main/java/locogp/SortRadix.java:119 |","true","true","1203933","22.384054"
"10","locogp.SortRadix","LINE","2","13","0.0","2829","25","53","71","59","53","11","|","false","true","0","0.0"
"11","locogp.SortRadix","LINE","1","13","0.0","2829","25","47","64","59","47","38","| gin.edit.statement.ReplaceStatement ../examples/locoGP/src/main/java/locogp/SortRadix.java:167 -> ../examples/locoGP/src/main/java/locogp/SortRadix.java:167 |","true","true","53455558","48.27973"
"12","locogp.SortRadix","LINE","1","13","0.0","2829","25","47","64","59","47","28","|","false","true","0","0.0"
