"Index","TARGET_CLASS","criterion","Size","Length","Fitness","Total_Time","evo_seed","BRANCH_Coverage","LINE_Coverage","WEAKMUTATION_Coverage","CBRANCH_Coverage","gin_seed","patch","validpatch","success","avgtime","speedup"
"1","locogp.SortBubbleDouble","BRANCH","3","17","0.5","5244","48","92","79","79","92","68","| gin.edit.statement.SwapStatement ../examples/locoGP/src/main/java/locogp/SortBubbleDouble.java:34 <-> ../examples/locoGP/src/main/java/locogp/SortBubbleDouble.java:115 | gin.edit.statement.CopyStatement ../examples/locoGP/src/main/java/locogp/SortBubbleDouble.java:66 -> ../examples/locoGP/src/main/java/locogp/SortBubbleDouble.java:33:34 | gin.edit.statement.DeleteStatement ../examples/locoGP/src/main/java/locogp/SortBubbleDouble.java:132 |","true","true","786409","47.68099"
"2","locogp.SortBubbleDouble","BRANCH","2","17","0.5","5244","48","38","50","52","38","97","| gin.edit.statement.DeleteStatement ../examples/locoGP/src/main/java/locogp/SortBubbleDouble.java:19 |","true","true","673626","62.874573"
"3","locogp.SortBubbleDouble","BRANCH","1","17","0.5","5244","48","31","43","52","31","38","|","false","true","0","0.0"
"4","locogp.SortBubbleDouble","BRANCH","1","17","0.5","5244","48","31","43","52","31","28","|","false","true","0","0.0"
"5","locogp.SortBubbleDouble","BRANCH","3","17","0.5","4606","57","92","79","76","92","98","| gin.edit.statement.DeleteStatement ../examples/locoGP/src/main/java/locogp/SortBubbleDouble.java:19 |","true","true","682785","84.02715"
"6","locogp.SortBubbleDouble","BRANCH","2","17","0.5","4606","57","85","71","76","85","61","| gin.edit.statement.DeleteStatement ../examples/locoGP/src/main/java/locogp/SortBubbleDouble.java:19 | gin.edit.statement.DeleteStatement ../examples/locoGP/src/main/java/locogp/SortBubbleDouble.java:33 |","true","true","1036022","25.272957"
"7","locogp.SortBubbleDouble","BRANCH","1","17","0.5","4606","57","77","50","52","77","0","| gin.edit.statement.ReplaceStatement ../examples/locoGP/src/main/java/locogp/SortBubbleDouble.java:51 -> ../examples/locoGP/src/main/java/locogp/SortBubbleDouble.java:50 | gin.edit.statement.CopyStatement ../examples/locoGP/src/main/java/locogp/SortBubbleDouble.java:65 -> ../examples/locoGP/src/main/java/locogp/SortBubbleDouble.java:65:76 | gin.edit.statement.SwapStatement ../examples/locoGP/src/main/java/locogp/SortBubbleDouble.java:19 <-> ../examples/locoGP/src/main/java/locogp/SortBubbleDouble.java:18 | gin.edit.statement.ReplaceStatement ../examples/locoGP/src/main/java/locogp/SortBubbleDouble.java:172 -> ../examples/locoGP/src/main/java/locogp/SortBubbleDouble.java:76 |","true","true","4394615","48.219215"
"8","locogp.SortBubbleDouble","BRANCH","1","17","0.5","4606","57","77","50","52","77","60","| gin.edit.statement.DeleteStatement ../examples/locoGP/src/main/java/locogp/SortBubbleDouble.java:33 | gin.edit.statement.DeleteStatement ../examples/locoGP/src/main/java/locogp/SortBubbleDouble.java:172 |","true","true","1177242","22.351711"
"9","locogp.SortBubbleDouble","LINE","3","16","1.25","4809","75","92","79","79","92","74","|","false","true","0","0.0"
"10","locogp.SortBubbleDouble","LINE","2","16","1.25","4809","75","85","57","52","85","48","| gin.edit.statement.DeleteStatement ../examples/locoGP/src/main/java/locogp/SortBubbleDouble.java:115 | gin.edit.statement.DeleteStatement ../examples/locoGP/src/main/java/locogp/SortBubbleDouble.java:65 | gin.edit.statement.SwapStatement ../examples/locoGP/src/main/java/locogp/SortBubbleDouble.java:50 <-> ../examples/locoGP/src/main/java/locogp/SortBubbleDouble.java:65 |","true","true","144596909","-14196.34"
"11","locogp.SortBubbleDouble","LINE","1","16","1.25","4809","75","77","50","52","77","68","|","false","true","0","0.0"
"12","locogp.SortBubbleDouble","LINE","1","16","1.25","4809","75","77","50","52","77","97","| gin.edit.statement.ReplaceStatement ../examples/locoGP/src/main/java/locogp/SortBubbleDouble.java:158 -> ../examples/locoGP/src/main/java/locogp/SortBubbleDouble.java:147 | gin.edit.statement.DeleteStatement ../examples/locoGP/src/main/java/locogp/SortBubbleDouble.java:133 |","true","true","59599713","74.94911"
"13","locogp.SortBubbleDouble","LINE","2","9","1.25","4944","38","92","79","81","92","28","| gin.edit.statement.DeleteStatement ../examples/locoGP/src/main/java/locogp/SortBubbleDouble.java:33 | gin.edit.statement.DeleteStatement ../examples/locoGP/src/main/java/locogp/SortBubbleDouble.java:147 |","true","true","1690748","99.57452"
"14","locogp.SortBubbleDouble","LINE","1","9","1.25","4944","38","8","7","0","8","57","| gin.edit.statement.DeleteStatement ../examples/locoGP/src/main/java/locogp/SortBubbleDouble.java:116 |","true","true","910695","99.61792"
"15","locogp.SortBubbleDouble","LINE","1","9","1.25","4944","38","8","7","0","8","98","| gin.edit.statement.DeleteStatement ../examples/locoGP/src/main/java/locogp/SortBubbleDouble.java:19 | gin.edit.statement.ReplaceStatement ../examples/locoGP/src/main/java/locogp/SortBubbleDouble.java:34 -> ../examples/locoGP/src/main/java/locogp/SortBubbleDouble.java:65 | gin.edit.statement.CopyStatement ../examples/locoGP/src/main/java/locogp/SortBubbleDouble.java:50 -> ../examples/locoGP/src/main/java/locogp/SortBubbleDouble.java:65:76 | gin.edit.statement.DeleteStatement ../examples/locoGP/src/main/java/locogp/SortBubbleDouble.java:50 | gin.edit.statement.CopyStatement ../examples/locoGP/src/main/java/locogp/SortBubbleDouble.java:19 -> ../examples/locoGP/src/main/java/locogp/SortBubbleDouble.java:33:34 |","true","true","114769600","52.066833"
"16","locogp.SortBubbleDouble","LINE","1","9","1.25","4944","38","8","7","0","8","61","| gin.edit.statement.DeleteStatement ../examples/locoGP/src/main/java/locogp/SortBubbleDouble.java:115 |","true","true","60974768","74.350136"
"17","locogp.SortBubbleDouble","WEAKMUTATION","2","16","21.5","5740","0","85","71","83","85","60","| gin.edit.statement.DeleteStatement ../examples/locoGP/src/main/java/locogp/SortBubbleDouble.java:19 | gin.edit.statement.SwapStatement ../examples/locoGP/src/main/java/locogp/SortBubbleDouble.java:147 <-> ../examples/locoGP/src/main/java/locogp/SortBubbleDouble.java:65 | gin.edit.statement.SwapStatement ../examples/locoGP/src/main/java/locogp/SortBubbleDouble.java:65 <-> ../examples/locoGP/src/main/java/locogp/SortBubbleDouble.java:51 |","true","true","57385416","52.737503"
