"Index","TARGET_CLASS","criterion","Size","Length","Fitness","Total_Time","evo_seed","BRANCH_Coverage","LINE_Coverage","WEAKMUTATION_Coverage","CBRANCH_Coverage","gin_seed","patch","validpatch","success","avgtime","speedup"
"1","locogp.SortCocktail","BRANCH","3","19","0.0","2846","63","100","100","98","100","49","|","false","true","0","0.0"
"2","locogp.SortCocktail","BRANCH","2","19","0.0","2846","63","92","95","98","92","94","| gin.edit.statement.CopyStatement ../examples/locoGP/src/main/java/locogp/SortCocktail.java:170 -> ../examples/locoGP/src/main/java/locogp/SortCocktail.java:145:181 |","true","true","907705","63.7071"
"3","locogp.SortCocktail","BRANCH","1","19","0.0","2846","63","69","68","82","69","41","| gin.edit.statement.DeleteStatement ../examples/locoGP/src/main/java/locogp/SortCocktail.java:108 |","true","true","720252","58.80257"
"4","locogp.SortCocktail","BRANCH","1","19","0.0","2846","63","69","68","82","69","7","|","false","true","0","0.0"
"5","locogp.SortCocktail","BRANCH","3","16","0.0","3158","36","100","100","100","100","79","|","false","true","0","0.0"
"6","locogp.SortCocktail","BRANCH","2","16","0.0","3158","36","92","95","100","92","76","| gin.edit.statement.SwapStatement ../examples/locoGP/src/main/java/locogp/SortCocktail.java:18 <-> ../examples/locoGP/src/main/java/locogp/SortCocktail.java:24 | gin.edit.statement.DeleteStatement ../examples/locoGP/src/main/java/locogp/SortCocktail.java:145 |","true","true","1804339","21.25235"
"7","locogp.SortCocktail","BRANCH","1","16","0.0","3158","36","15","26","16","15","1","|","false","true","0","0.0"
"8","locogp.SortCocktail","BRANCH","1","16","0.0","3158","36","15","26","16","15","85","|","false","true","0","0.0"
"9","locogp.SortCocktail","LINE","2","8","0.0","3222","14","92","100","95","92","15","|","false","true","0","0.0"
"10","locogp.SortCocktail","LINE","1","8","0.0","3222","14","85","95","95","85","41","| gin.edit.statement.DeleteStatement ../examples/locoGP/src/main/java/locogp/SortCocktail.java:24 | gin.edit.statement.CopyStatement ../examples/locoGP/src/main/java/locogp/SortCocktail.java:31 -> ../examples/locoGP/src/main/java/locogp/SortCocktail.java:47:48 | gin.edit.statement.SwapStatement ../examples/locoGP/src/main/java/locogp/SortCocktail.java:31 <-> ../examples/locoGP/src/main/java/locogp/SortCocktail.java:48 |","true","false","168701619","-128.93356"
"11","locogp.SortCocktail","LINE","1","8","0.0","3222","14","85","95","95","85","7","|","false","true","0","0.0"
"12","locogp.SortCocktail","LINE","1","8","0.0","3222","14","85","95","95","85","36","|","false","true","0","0.0"
"13","locogp.SortCocktail","LINE","2","9","0.0","3926","79","92","100","98","92","76","|","false","true","0","0.0"
"14","locogp.SortCocktail","LINE","1","9","0.0","3926","79","85","95","98","85","1","| gin.edit.statement.ReplaceStatement ../examples/locoGP/src/main/java/locogp/SortCocktail.java:109 -> ../examples/locoGP/src/main/java/locogp/SortCocktail.java:24 | gin.edit.statement.DeleteStatement ../examples/locoGP/src/main/java/locogp/SortCocktail.java:47 | gin.edit.statement.ReplaceStatement ../examples/locoGP/src/main/java/locogp/SortCocktail.java:18 -> ../examples/locoGP/src/main/java/locogp/SortCocktail.java:181 | gin.edit.statement.CopyStatement ../examples/locoGP/src/main/java/locogp/SortCocktail.java:156 -> ../examples/locoGP/src/main/java/locogp/SortCocktail.java:62:62 |","true","false","61591243","49.90752"
"15","locogp.SortCocktail","LINE","1","9","0.0","3926","79","85","95","98","85","85","|","false","true","0","0.0"
"16","locogp.SortCocktail","LINE","1","9","0.0","3926","79","85","95","98","85","14","| gin.edit.statement.DeleteStatement ../examples/locoGP/src/main/java/locogp/SortCocktail.java:25 | gin.edit.statement.DeleteStatement ../examples/locoGP/src/main/java/locogp/SortCocktail.java:109 | gin.edit.statement.ReplaceStatement ../examples/locoGP/src/main/java/locogp/SortCocktail.java:108 -> ../examples/locoGP/src/main/java/locogp/SortCocktail.java:62 | gin.edit.statement.ReplaceStatement ../examples/locoGP/src/main/java/locogp/SortCocktail.java:107 -> ../examples/locoGP/src/main/java/locogp/SortCocktail.java:25 | gin.edit.statement.DeleteStatement ../examples/locoGP/src/main/java/locogp/SortCocktail.java:170 |","true","false","185822670","-2.9221447"
"17","locogp.SortCocktail","WEAKMUTATION","2","17","0.0","2969","15","85","89","100","85","41","|","false","true","0","0.0"
"18","locogp.SortCocktail","WEAKMUTATION","1","17","0.0","2969","15","62","68","77","62","7","| gin.edit.statement.DeleteStatement ../examples/locoGP/src/main/java/locogp/SortCocktail.java:130 | gin.edit.statement.ReplaceStatement ../examples/locoGP/src/main/java/locogp/SortCocktail.java:24 -> ../examples/locoGP/src/main/java/locogp/SortCocktail.java:109 | gin.edit.statement.SwapStatement ../examples/locoGP/src/main/java/locogp/SortCocktail.java:109 <-> ../examples/locoGP/src/main/java/locogp/SortCocktail.java:25 |","true","true","64637266","64.91276"
"19","locogp.SortCocktail","WEAKMUTATION","1","17","0.0","2969","15","62","68","77","62","36","|","false","true","0","0.0"
"20","locogp.SortCocktail","WEAKMUTATION","1","17","0.0","2969","15","62","68","77","62","79","|","false","true","0","0.0"
"21","locogp.SortCocktail","WEAKMUTATION","1","12","0.0","3014","76","85","95","100","85","1","| gin.edit.statement.DeleteStatement ../examples/locoGP/src/main/java/locogp/SortCocktail.java:48 |","true","false","179092208","1.6711129"
"22","locogp.SortCocktail","WEAKMUTATION","1","12","0.0","3014","76","85","95","100","85","85","|","false","true","0","0.0"
"23","locogp.SortCocktail","WEAKMUTATION","1","12","0.0","3014","76","85","95","100","85","14","|","false","true","0","0.0"
"24","locogp.SortCocktail","WEAKMUTATION","1","12","0.0","3014","76","85","95","100","85","15","|","false","true","0","0.0"
"25","locogp.SortCocktail","CBRANCH","3","12","0.0","3441","41","85","79","78","85","7","|","false","true","0","0.0"
"26","locogp.SortCocktail","CBRANCH","2","12","0.0","3441","41","69","74","77","69","36","| gin.edit.statement.SwapStatement ../examples/locoGP/src/main/java/locogp/SortCocktail.java:24 <-> ../examples/locoGP/src/main/java/locogp/SortCocktail.java:26 | gin.edit.statement.SwapStatement ../examples/locoGP/src/main/java/locogp/SortCocktail.java:146 <-> ../examples/locoGP/src/main/java/locogp/SortCocktail.java:107 |","true","false","188470590","-42.105766"
"27","locogp.SortCocktail","CBRANCH","1","12","0.0","3441","41","62","68","77","62","79","| gin.edit.statement.ReplaceStatement ../examples/locoGP/src/main/java/locogp/SortCocktail.java:156 -> ../examples/locoGP/src/main/java/locogp/SortCocktail.java:131 | gin.edit.statement.DeleteStatement ../examples/locoGP/src/main/java/locogp/SortCocktail.java:24 | gin.edit.statement.CopyStatement ../examples/locoGP/src/main/java/locogp/SortCocktail.java:87 -> ../examples/locoGP/src/main/java/locogp/SortCocktail.java:62:87 | gin.edit.statement.CopyStatement ../examples/locoGP/src/main/java/locogp/SortCocktail.java:31 -> ../examples/locoGP/src/main/java/locogp/SortCocktail.java:107:107 |","true","false","191831938","0.15195669"
"28","locogp.SortCocktail","CBRANCH","1","12","0.0","3441","41","62","68","77","62","76","|","false","true","0","0.0"
"29","locogp.SortCocktail","CBRANCH","3","12","0.0","4090","1","85","79","82","85","85","|","false","true","0","0.0"
"30","locogp.SortCocktail","CBRANCH","2","12","0.0","4090","1","77","74","82","77","14","| gin.edit.statement.DeleteStatement ../examples/locoGP/src/main/java/locogp/SortCocktail.java:130 |","true","true","63458326","66.71612"
"31","locogp.SortCocktail","CBRANCH","1","12","0.0","4090","1","69","68","81","69","15","|","false","true","0","0.0"
"32","locogp.SortCocktail","CBRANCH","1","12","0.0","4090","1","69","68","81","69","41","|","false","true","0","0.0"
"33","locogp.SortCocktail","MANUAL","","0","0","0",,"92","95","100","92",,"|","false","true","0","0.0"
