"Index","TARGET_CLASS","criterion","Size","Length","Fitness","Total_Time","evo_seed","WEAKMUTATION_Coverage","BRANCH_Coverage","LINE_Coverage","CBRANCH_Coverage","gin_seed","patch","validpatch","success","avgtime","speedup"
"9","locogp.SortBubble","BRANCH","1","13","0.0","12192","73","0","14","12","14",,"| gin.edit.statement.ReplaceStatement examples\locoGP\src\main\java\locogp\SortBubble.java:18 -> examples\locoGP\src\main\java\locogp\SortBubble.java:18 |","true","true","181577860","54.408752"
"9","locogp.SortBubble","BRANCH","1","13","0.0","12192","73","0","14","12","14",,"|","false","true","0","0.0"
"13","locogp.SortBubble","BRANCH","3","14","0.0","9299","25","96","100","100","100",,"| gin.edit.statement.CopyStatement examples\locoGP\src\main\java\locogp\SortBubble.java:66 -> examples\locoGP\src\main\java\locogp\SortBubble.java:50:51 |","true","true","257248150","11.974645"
"13","locogp.SortBubble","BRANCH","2","14","0.0","9299","25","94","71","88","71",,"|","false","true","0","0.0"
"13","locogp.SortBubble","BRANCH","1","14","0.0","9299","25","94","57","75","57",,"|","false","true","0","0.0"
"13","locogp.SortBubble","BRANCH","1","14","0.0","9299","25","94","57","75","57",,"|","false","true","0","0.0"
"17","locogp.SortBubble","LINE","3","8","0.0","9056","81","97","100","100","100",,"| gin.edit.statement.DeleteStatement examples\locoGP\src\main\java\locogp\SortBubble.java:50 |","true","true","132372620","65.480736"
"17","locogp.SortBubble","LINE","2","8","0.0","9056","81","21","57","50","57",,"| gin.edit.statement.CopyStatement examples\locoGP\src\main\java\locogp\SortBubble.java:19 -> examples\locoGP\src\main\java\locogp\SortBubble.java:18:19 |","true","true","137801070","48.175182"
"17","locogp.SortBubble","LINE","1","8","0.0","9056","81","0","14","12","14",,"| gin.edit.statement.DeleteStatement examples\locoGP\src\main\java\locogp\SortBubble.java:50 |","true","true","251428980","11.876998"
"17","locogp.SortBubble","LINE","1","8","0.0","9056","81","0","14","12","14",,"|","false","true","0","0.0"
"21","locogp.SortBubble","LINE","3","10","0.0","9193","11","39","71","62","71",,"|","false","true","0","0.0"
"21","locogp.SortBubble","LINE","2","10","0.0","9193","11","93","71","88","71",,"| gin.edit.statement.DeleteStatement examples\locoGP\src\main\java\locogp\SortBubble.java:65 |","true","true","133679090","49.76048"
"21","locogp.SortBubble","LINE","1","10","0.0","9193","11","0","14","12","14",,"|","false","true","0","0.0"
"21","locogp.SortBubble","LINE","1","10","0.0","9193","11","0","14","12","14",,"|","false","true","0","0.0"
"25","locogp.SortBubble","CBRANCH","3","10","0.0","12888","38","96","100","100","100",,"| gin.edit.statement.SwapStatement examples\locoGP\src\main\java\locogp\SortBubble.java:51 <-> examples\locoGP\src\main\java\locogp\SortBubble.java:50 |","true","true","4146530","98.63542"
"25","locogp.SortBubble","CBRANCH","2","10","0.0","12888","38","93","71","88","71",,"|","false","true","0","0.0"
"25","locogp.SortBubble","CBRANCH","1","10","0.0","12888","38","0","14","12","14",,"|","false","true","0","0.0"
"25","locogp.SortBubble","CBRANCH","1","10","0.0","12888","38","0","14","12","14",,"|","false","true","0","0.0"
"29","locogp.SortBubble","CBRANCH","3","11","0.0","8986","28","96","100","100","100",,"|","false","true","0","0.0"
"29","locogp.SortBubble","CBRANCH","2","11","0.0","8986","28","96","86","88","86",,"|","false","true","0","0.0"
"29","locogp.SortBubble","CBRANCH","1","11","0.0","8986","28","93","57","75","57",,"|","false","true","0","0.0"
"29","locogp.SortBubble","CBRANCH","1","11","0.0","8986","28","93","57","75","57",,"| gin.edit.statement.SwapStatement examples\locoGP\src\main\java\locogp\SortBubble.java:19 <-> examples\locoGP\src\main\java\locogp\SortBubble.java:19 |","true","true","11247800","48.152534"
"33","locogp.SortBubble","MANUAL","","0","0","0",,"97","86","88","86",,"| gin.edit.statement.ReplaceStatement examples\locoGP\src\main\java\locogp\SortBubble.java:34 -> examples\locoGP\src\main\java\locogp\SortBubble.java:18 | gin.edit.statement.DeleteStatement examples\locoGP\src\main\java\locogp\SortBubble.java:65 |","true","true","3637790","61.81916"
