"Index","target class","criterion","test_size","test_length","coverage","fitness","total_testgen_time","evo_seed","gin_seed","patch_text","valid_patch","all_tests_passed","execution_time","speedup(%)"
"1","com.mycompany.app.App","WEAKMUTATION","7","8","0.9824561403508771","2.5","148364","12","66","|","false","true","0","0.0"
"2","com.mycompany.app.App","WEAKMUTATION","7","8","0.9824561403508771","2.5","148303","12","66","|","false","true","0","0.0"
