"Index","TARGET_CLASS","criterion","Size","Length","Fitness","Total_Time","evo_seed","BRANCH_Coverage","LINE_Coverage","WEAKMUTATION_Coverage","CBRANCH_Coverage","gin_seed","patch","validpatch","success","avgtime","speedup"
"1","locogp.SortShell","BRANCH","3","17","0.0","2861","84","100","100","88","100","88","|","false","true","0","0.0"
"2","locogp.SortShell","BRANCH","2","17","0.0","2861","84","82","93","79","82","90","|","false","true","0","0.0"
"3","locogp.SortShell","BRANCH","1","17","0.0","2861","84","9","7","0","9","39","|","false","true","0","0.0"
"4","locogp.SortShell","BRANCH","1","17","0.0","2861","84","9","7","0","9","54","|","false","true","0","0.0"
"5","locogp.SortShell","BRANCH","3","14","0.5","5353","19","91","93","81","91","25","|","false","true","0","0.0"
"6","locogp.SortShell","BRANCH","2","14","0.5","5353","19","82","93","80","82","81","| gin.edit.statement.ReplaceStatement ../examples/locoGP/src/main/java/locogp/SortShell.java:130 -> ../examples/locoGP/src/main/java/locogp/SortShell.java:28 | gin.edit.statement.SwapStatement ../examples/locoGP/src/main/java/locogp/SortShell.java:34 <-> ../examples/locoGP/src/main/java/locogp/SortShell.java:18 |","true","true","0","NaN"
"7","locogp.SortShell","BRANCH","1","14","0.5","5353","19","73","86","80","73","11","|","false","true","0","0.0"
"8","locogp.SortShell","BRANCH","1","14","0.5","5353","19","73","86","80","73","38","|","false","true","0","0.0"
"9","locogp.SortShell","LINE","3","17","0.0","4246","28","100","100","88","100","57","|","false","true","0","0.0"
"10","locogp.SortShell","LINE","2","17","0.0","4246","28","91","93","88","91","98","|","false","true","0","0.0"
"11","locogp.SortShell","LINE","1","17","0.0","4246","28","73","86","80","73","61","|","false","true","0","0.0"
"12","locogp.SortShell","LINE","1","17","0.0","4246","28","73","86","80","73","0","|","false","true","0","0.0"
"13","locogp.SortShell","LINE","2","7","1.0","5329","60","82","93","80","82","75","|","false","true","0","0.0"
"14","locogp.SortShell","LINE","1","7","1.0","5329","60","9","7","0","9","74","|","false","true","0","0.0"
"15","locogp.SortShell","LINE","1","7","1.0","5329","60","9","7","0","9","48","|","false","true","0","0.0"
"16","locogp.SortShell","LINE","1","7","1.0","5329","60","9","7","0","9","68","|","false","true","0","0.0"
"17","locogp.SortShell","WEAKMUTATION","2","19","1.0","5866","97","91","93","99","91","38","|","false","true","0","0.0"
"18","locogp.SortShell","WEAKMUTATION","1","19","1.0","5866","97","73","79","67","73","28","|","false","true","0","0.0"
"19","locogp.SortShell","WEAKMUTATION","1","19","1.0","5866","97","73","79","67","73","57","|","false","true","0","0.0"
"20","locogp.SortShell","WEAKMUTATION","1","19","1.0","5866","97","73","79","67","73","98","|","false","true","0","0.0"
"21","locogp.SortShell","WEAKMUTATION","3","20","5.0","5615","61","82","86","95","82","0","|","false","true","0","0.0"
"22","locogp.SortShell","WEAKMUTATION","2","20","5.0","5615","61","73","86","80","73","60","|","false","true","0","0.0"
"23","locogp.SortShell","WEAKMUTATION","1","20","5.0","5615","61","9","21","8","9","75","|","false","true","0","0.0"
"24","locogp.SortShell","WEAKMUTATION","1","20","5.0","5615","61","9","21","8","9","74","|","false","true","0","0.0"
"25","locogp.SortShell","CBRANCH","3","16","0.0","3990","48","100","100","88","100","68","|","false","true","0","0.0"
"26","locogp.SortShell","CBRANCH","2","16","0.0","3990","48","91","93","88","91","97","|","false","true","0","0.0"
"27","locogp.SortShell","CBRANCH","1","16","0.0","3990","48","73","79","67","73","38","|","false","true","0","0.0"
"28","locogp.SortShell","CBRANCH","1","16","0.0","3990","48","73","79","67","73","28","|","false","true","0","0.0"
"29","locogp.SortShell","CBRANCH","3","15","0.0","4647","57","100","100","88","100","98","|","false","true","0","0.0"
"30","locogp.SortShell","CBRANCH","2","15","0.0","4647","57","91","93","88","91","61","| gin.edit.statement.DeleteStatement ../examples/locoGP/src/main/java/locogp/SortShell.java:28 | gin.edit.statement.CopyStatement ../examples/locoGP/src/main/java/locogp/SortShell.java:49 -> ../examples/locoGP/src/main/java/locogp/SortShell.java:130:131 | gin.edit.statement.ReplaceStatement ../examples/locoGP/src/main/java/locogp/SortShell.java:86 -> ../examples/locoGP/src/main/java/locogp/SortShell.java:130 |","true","true","0","NaN"
"31","locogp.SortShell","CBRANCH","1","15","0.0","4647","57","73","79","67","73","0","|","false","true","0","0.0"
"32","locogp.SortShell","CBRANCH","1","15","0.0","4647","57","73","79","67","73","60","|","false","true","0","0.0"
