"Index","TARGET_CLASS","criterion","Size","Length","Fitness","Total_Time","evo_seed","WEAKMUTATION_Coverage","BRANCH_Coverage","LINE_Coverage","CBRANCH_Coverage","gin_seed","patch","validpatch","success","avgtime","speedup"
"1","locogp.SortBubble","WEAKMUTATION","4","22","0.5","21917","66","99","86","88","86","44","|","false","true","0","0.0"
"1","locogp.SortBubble","WEAKMUTATION","3","22","0.5","21917","66","49","71","50","71","44","|","false","true","0","0.0"
"1","locogp.SortBubble","WEAKMUTATION","2","22","0.5","21917","66","48","71","50","71","44","| gin.edit.statement.SwapStatement examples\locoGP\src\main\java\locogp\SortBubble.java:66 <-> examples\locoGP\src\main\java\locogp\SortBubble.java:66 |","true","true","3075570","45.85455"
"1","locogp.SortBubble","WEAKMUTATION","1","22","0.5","21917","66","21","43","38","43","44","| gin.edit.statement.CopyStatement examples\locoGP\src\main\java\locogp\SortBubble.java:19 -> examples\locoGP\src\main\java\locogp\SortBubble.java:18:18 | gin.edit.statement.ReplaceStatement examples\locoGP\src\main\java\locogp\SortBubble.java:101 -> examples\locoGP\src\main\java\locogp\SortBubble.java:50 |","true","true","6052790","87.482086"
"2","locogp.SortBubble","WEAKMUTATION","3","14","0.5","17260","87","99","86","88","86","63","| gin.edit.statement.ReplaceStatement examples\locoGP\src\main\java\locogp\SortBubble.java:66 -> examples\locoGP\src\main\java\locogp\SortBubble.java:51 |","true","false","6178270","43.09151"
"2","locogp.SortBubble","WEAKMUTATION","2","14","0.5","17260","87","23","43","38","43","63","| gin.edit.statement.DeleteStatement examples\locoGP\src\main\java\locogp\SortBubble.java:50 | gin.edit.statement.DeleteStatement examples\locoGP\src\main\java\locogp\SortBubble.java:34 |","true","false","2812030","19.085957"
"2","locogp.SortBubble","WEAKMUTATION","1","14","0.5","17260","87","21","43","38","43","63","| gin.edit.statement.CopyStatement examples\locoGP\src\main\java\locogp\SortBubble.java:33 -> examples\locoGP\src\main\java\locogp\SortBubble.java:33:34 | gin.edit.statement.SwapStatement examples\locoGP\src\main\java\locogp\SortBubble.java:51 <-> examples\locoGP\src\main\java\locogp\SortBubble.java:66 | gin.edit.statement.SwapStatement examples\locoGP\src\main\java\locogp\SortBubble.java:66 <-> examples\locoGP\src\main\java\locogp\SortBubble.java:66 | gin.edit.statement.SwapStatement examples\locoGP\src\main\java\locogp\SortBubble.java:66 <-> examples\locoGP\src\main\java\locogp\SortBubble.java:50 |","true","true","1863070","57.34232"
"2","locogp.SortBubble","WEAKMUTATION","1","14","0.5","17260","87","21","43","38","43","63","|","false","true","0","0.0"
"3","locogp.SortBubble","BRANCH","3","11","0.0","12187","63","99","86","88","86","49","| gin.edit.statement.CopyStatement examples\locoGP\src\main\java\locogp\SortBubble.java:19 -> examples\locoGP\src\main\java\locogp\SortBubble.java:18:18 | gin.edit.statement.DeleteStatement examples\locoGP\src\main\java\locogp\SortBubble.java:33 |","true","true","4169040","96.43906"
"3","locogp.SortBubble","BRANCH","2","11","0.0","12187","63","21","57","50","57","49","| gin.edit.statement.DeleteStatement examples\locoGP\src\main\java\locogp\SortBubble.java:51 |","true","false","9694410","10.386466"
"3","locogp.SortBubble","BRANCH","1","11","0.0","12187","63","21","43","38","43","49","|","false","true","0","0.0"
"3","locogp.SortBubble","BRANCH","1","11","0.0","12187","63","21","43","38","43","49","| gin.edit.statement.CopyStatement examples\locoGP\src\main\java\locogp\SortBubble.java:66 -> examples\locoGP\src\main\java\locogp\SortBubble.java:50:51 |","true","true","8846950","20.352783"
