
com.mycompany.app.App,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.9526462395543176,359,342
com.mycompany.app.App,BRANCH;LINE;OUTPUT,0.9183673469387755,49,45
com.mycompany.app.App,BRANCH;LINE;OUTPUT,0.9183673469387755,49,45
com.mycompany.app.App,LINE;BRANCH,0.9814814814814814,46,0
com.mycompany.app.App,LINE;BRANCH,0.9782608695652174,46,45
com.mycompany.app.App,LINE;BRANCH,0.9782608695652174,46,45
com.mycompany.app.App,LINE;BRANCH,0.9782608695652174,46,45
com.mycompany.app.App,LINE;BRANCH,0.8478260869565217,46,39
com.mycompany.app.App,LINE;BRANCH;OUTPUT,0.9183673469387755,49,45
com.mycompany.app.App,LINE;BRANCH;OUTPUT,0.9183673469387755,49,45
com.mycompany.app.App,BRANCH;LINE;OUTPUT,0.9183673469387755,49,45
com.mycompany.app.App,BRANCH;LINE;OUTPUT,0.8367346938775511,49,41
com.mycompany.app.App,OUTPUT,2,2,0.6666666666666666,1.0,128638
com.mycompany.app.App,BRANCH;LINE;OUTPUT,0.8367346938775511,49,41
com.mycompany.app.App,BRANCH;LINE;OUTPUT,0.7959183673469388,49,39
com.mycompany.app.App,OUTPUT,2,2,0.6666666666666666,1.0,128845
com.mycompany.app.App,LINE;BRANCH,7,8,0.9814814814814814,0.5,151549
locogp.SortBubble,WEAKMUTATION,4,19,0.5,16069
locogp.SortBubble,WEAKMUTATION,3,15,0.5,16547
locogp.SortBubble,WEAKMUTATION,4,21,0.5,14813
locogp.SortBubble,WEAKMUTATION,4,22,0.5,16743
locogp.SortBubble,WEAKMUTATION;BRANCH;LINE;EXCEPTION,0.9651162790697675,86,83
locogp.SortBubble,WEAKMUTATION;BRANCH;LINE;EXCEPTION,0.5116279069767442,86,44
locogp.SortBubble,WEAKMUTATION,4,18,0.5,16586
locogp.SortBubble,WEAKMUTATION;BRANCH;LINE;EXCEPTION,0.9651162790697675,86,83
locogp.SortBubble,WEAKMUTATION;BRANCH;LINE;EXCEPTION,0.9534883720930233,86,82
locogp.SortBubble,WEAKMUTATION;BRANCH;LINE;EXCEPTION,0.9186046511627907,86,79
locogp.SortBubble,WEAKMUTATION;BRANCH;LINE;EXCEPTION,0.09302325581395349,86,8
locogp.SortBubble,WEAKMUTATION,4,20,0.5,16362
locogp.SortBubble,WEAKMUTATION;BRANCH;LINE;EXCEPTION,0.9651162790697675,86,83
locogp.SortBubble,WEAKMUTATION;BRANCH;LINE;EXCEPTION,0.9302325581395349,86,80
locogp.SortBubble,WEAKMUTATION;BRANCH;LINE;EXCEPTION,0.9186046511627907,86,79
locogp.SortBubble,WEAKMUTATION;BRANCH;LINE;EXCEPTION,0.09302325581395349,86,8
locogp.SortBubble,WEAKMUTATION,4,18,0.5,14020
locogp.SortBubble,WEAKMUTATION;BRANCH;LINE;EXCEPTION,0.9651162790697675,86,83
locogp.SortBubble,WEAKMUTATION;BRANCH;LINE;EXCEPTION,0.9302325581395349,86,80
locogp.SortBubble,WEAKMUTATION;BRANCH;LINE;EXCEPTION,0.8953488372093024,86,77
locogp.SortBubble,WEAKMUTATION;BRANCH;LINE;EXCEPTION,0.8837209302325582,86,76
locogp.SortBubble,BRANCH,3,10,0.0,10291
locogp.SortBubble,WEAKMUTATION;BRANCH;LINE;EXCEPTION,0.9651162790697675,86,83
locogp.SortBubble,WEAKMUTATION;BRANCH;LINE;EXCEPTION,0.9418604651162791,86,81
locogp.SortBubble,WEAKMUTATION;BRANCH;LINE;EXCEPTION,0.2441860465116279,86,21
locogp.SortBubble,WEAKMUTATION;BRANCH;LINE;EXCEPTION,0.2441860465116279,86,21
locogp.SortBubble,BRANCH,3,11,0.0,7321
locogp.SortBubble,WEAKMUTATION;BRANCH;LINE;EXCEPTION,0.9651162790697675,86,83
locogp.SortBubble,WEAKMUTATION;BRANCH;LINE;EXCEPTION,0.9069767441860465,86,78
locogp.SortBubble,WEAKMUTATION;BRANCH;LINE;EXCEPTION,0.8837209302325582,86,76
locogp.SortBubble,WEAKMUTATION;BRANCH;LINE;EXCEPTION,0.8837209302325582,86,76
locogp.SortBubble,BRANCH,4,15,0.0,10556
locogp.SortBubble,WEAKMUTATION;BRANCH;LINE;EXCEPTION,0.9651162790697675,86,83
locogp.SortBubble,WEAKMUTATION;BRANCH;LINE;EXCEPTION,0.5116279069767442,86,44
locogp.SortBubble,WEAKMUTATION;BRANCH;LINE;EXCEPTION,0.26744186046511625,86,23
locogp.SortBubble,WEAKMUTATION;BRANCH;LINE;EXCEPTION,0.2441860465116279,86,21
locogp.SortBubble,LINE,3,12,0.0,7774
locogp.SortBubble,WEAKMUTATION;BRANCH;LINE;EXCEPTION,0.9186046511627907,86,79
locogp.SortBubble,WEAKMUTATION;BRANCH;LINE;EXCEPTION,0.9186046511627907,86,79
locogp.SortBubble,WEAKMUTATION;BRANCH;LINE;EXCEPTION,0.09302325581395349,86,8
locogp.SortBubble,WEAKMUTATION;BRANCH;LINE;EXCEPTION,0.09302325581395349,86,8
locogp.SortBubble,LINE,3,14,0.0,7260
locogp.SortBubble,WEAKMUTATION;BRANCH;LINE;EXCEPTION,0.9418604651162791,86,81
locogp.SortBubble,WEAKMUTATION;BRANCH;LINE;EXCEPTION,0.9534883720930233,86,82
locogp.SortBubble,WEAKMUTATION;BRANCH;LINE;EXCEPTION,0.32558139534883723,86,28
locogp.SortBubble,WEAKMUTATION;BRANCH;LINE;EXCEPTION,0.32558139534883723,86,28
locogp.SortBubble,LINE,3,12,0.0,8759
locogp.SortBubble,WEAKMUTATION;BRANCH;LINE;EXCEPTION,0.9767441860465116,86,84
locogp.SortBubble,WEAKMUTATION;BRANCH;LINE;EXCEPTION,0.9069767441860465,86,78
locogp.SortBubble,WEAKMUTATION;BRANCH;LINE;EXCEPTION,0.8837209302325582,86,76
locogp.SortBubble,WEAKMUTATION;BRANCH;LINE;EXCEPTION,0.8837209302325582,86,76
locogp.SortBubble,EXCEPTION,2,4,0.3333333333333333,6659
locogp.SortBubble,WEAKMUTATION;BRANCH;LINE;EXCEPTION,0.9418604651162791,86,81
locogp.SortBubble,WEAKMUTATION;BRANCH;LINE;EXCEPTION,0.05813953488372093,86,5
locogp.SortBubble,WEAKMUTATION;BRANCH;LINE;EXCEPTION,0.05813953488372093,86,5
locogp.SortBubble,WEAKMUTATION;BRANCH;LINE;EXCEPTION,0.05813953488372093,86,5
locogp.SortBubble,EXCEPTION,2,9,0.3333333333333333,6897
locogp.SortBubble,WEAKMUTATION;BRANCH;LINE;EXCEPTION,0.26744186046511625,86,23
locogp.SortBubble,WEAKMUTATION;BRANCH;LINE;EXCEPTION,0.43023255813953487,86,37
locogp.SortBubble,WEAKMUTATION;BRANCH;LINE;EXCEPTION,0.43023255813953487,86,37
locogp.SortBubble,WEAKMUTATION;BRANCH;LINE;EXCEPTION,0.43023255813953487,86,37
locogp.SortBubble,EXCEPTION,2,9,0.3333333333333333,7371
