"Index","TARGET_CLASS","criterion","Size","Length","Fitness","Total_Time","evo_seed","BRANCH_Coverage","LINE_Coverage","WEAKMUTATION_Coverage","CBRANCH_Coverage","sampled","gin_seed","patch","validpatch","success","avgtime","speedup"
"1","locogp.SortQuick","BRANCH","4","17","0.5","5319","86","93","100","87","86","False","5","|","false","true","0","0.0"
"2","locogp.SortQuick","BRANCH","4","17","0.5","5319","86","93","100","87","86","False","23","|","false","true","0","0.0"
"3","locogp.SortQuick","BRANCH","4","17","0.5","5319","86","93","100","87","86","False","30","|","false","true","0","0.0"
"4","locogp.SortQuick","BRANCH","4","17","0.5","5319","86","93","100","87","86","False","18","|","false","true","0","0.0"
"5","locogp.SortQuick","BRANCH","4","17","0.5","5319","86","93","100","87","86","False","30","|","false","true","0","0.0"
"6","locogp.SortQuick","BRANCH","4","17","0.5","5319","86","93","100","87","86","False","26","|","false","true","0","0.0"
"7","locogp.SortQuick","BRANCH","4","17","0.5","5319","86","93","100","87","86","False","62","|","false","true","0","0.0"
"8","locogp.SortQuick","BRANCH","4","17","0.5","5319","86","93","100","87","86","False","73","|","false","true","0","0.0"
"9","locogp.SortQuick","BRANCH","4","17","0.5","5319","86","93","100","87","86","False","59","|","false","true","0","0.0"
"10","locogp.SortQuick","BRANCH","4","17","0.5","5319","86","93","100","87","86","False","0","|","false","true","0","0.0"
"11","locogp.SortQuick","BRANCH","4","17","0.5","5319","86","93","100","87","86","False","43","|","false","true","0","0.0"
"12","locogp.SortQuick","BRANCH","4","17","0.5","5319","86","93","100","87","86","False","6","|","false","true","0","0.0"
"13","locogp.SortQuick","BRANCH","4","17","0.5","5319","86","93","100","87","86","False","81","|","false","true","0","0.0"
"14","locogp.SortQuick","BRANCH","4","17","0.5","5319","86","93","100","87","86","False","91","|","false","true","0","0.0"
"15","locogp.SortQuick","BRANCH","4","17","0.5","5319","86","93","100","87","86","False","9","|","false","true","0","0.0"
"16","locogp.SortQuick","BRANCH","4","17","0.5","5319","86","93","100","87","86","False","94","|","false","true","0","0.0"
"17","locogp.SortQuick","BRANCH","4","17","0.5","5319","86","93","100","87","86","False","48","|","false","true","0","0.0"
"18","locogp.SortQuick","BRANCH","4","17","0.5","5319","86","93","100","87","86","False","31","|","false","true","0","0.0"
"19","locogp.SortQuick","BRANCH","4","17","0.5","5319","86","93","100","87","86","False","88","|","false","true","0","0.0"
"20","locogp.SortQuick","BRANCH","4","17","0.5","5319","86","93","100","87","86","False","40","|","false","true","0","0.0"
"21","locogp.SortQuick","BRANCH","3","17","0.5","5319","86","86","95","83","79","True","69","| gin.edit.statement.SwapStatement ../examples/locoGP/src/main/java/locogp/SortQuick.java:18 <-> ../examples/locoGP/src/main/java/locogp/SortQuick.java:18 | gin.edit.statement.SwapStatement ../examples/locoGP/src/main/java/locogp/SortQuick.java:18 <-> ../examples/locoGP/src/main/java/locogp/SortQuick.java:18 |","true","true","1283705","-49.502556"
"22","locogp.SortQuick","BRANCH","3","17","0.5","5319","86","86","95","83","79","True","75","|","false","true","0","0.0"
"23","locogp.SortQuick","BRANCH","3","17","0.5","5319","86","86","95","83","79","True","22","|","false","true","0","0.0"
"24","locogp.SortQuick","BRANCH","3","17","0.5","5319","86","86","95","83","79","True","69","|","false","true","0","0.0"
"25","locogp.SortQuick","BRANCH","3","17","0.5","5319","86","86","95","83","79","True","76","| gin.edit.statement.ReplaceStatement ../examples/locoGP/src/main/java/locogp/SortQuick.java:134 -> ../examples/locoGP/src/main/java/locogp/SortQuick.java:18 |","true","true","1047368","-35.048084"
"26","locogp.SortQuick","BRANCH","3","17","0.5","5319","86","86","95","83","79","True","93","|","false","true","0","0.0"
"27","locogp.SortQuick","BRANCH","3","17","0.5","5319","86","86","95","83","79","True","65","|","false","true","0","0.0"
"28","locogp.SortQuick","BRANCH","3","17","0.5","5319","86","86","95","83","79","True","76","| gin.edit.statement.ReplaceStatement ../examples/locoGP/src/main/java/locogp/SortQuick.java:134 -> ../examples/locoGP/src/main/java/locogp/SortQuick.java:18 |","true","true","1757874","12.024983"
"29","locogp.SortQuick","BRANCH","3","17","0.5","5319","86","86","95","83","79","True","82","|","false","true","0","0.0"
"30","locogp.SortQuick","BRANCH","3","17","0.5","5319","86","86","95","83","79","True","19","| gin.edit.statement.ReplaceStatement ../examples/locoGP/src/main/java/locogp/SortQuick.java:204 -> ../examples/locoGP/src/main/java/locogp/SortQuick.java:19 |","true","false","2076577","2.9572828"
"31","locogp.SortQuick","BRANCH","3","17","0.5","5319","86","86","95","83","79","True","57","|","false","true","0","0.0"
"32","locogp.SortQuick","BRANCH","3","17","0.5","5319","86","86","95","83","79","True","36","|","false","true","0","0.0"
"33","locogp.SortQuick","BRANCH","3","17","0.5","5319","86","86","95","83","79","True","96","|","false","true","0","0.0"
"34","locogp.SortQuick","BRANCH","3","17","0.5","5319","86","86","95","83","79","True","28","|","false","true","0","0.0"
"35","locogp.SortQuick","BRANCH","3","17","0.5","5319","86","86","95","83","79","True","90","|","false","true","0","0.0"
"36","locogp.SortQuick","BRANCH","3","17","0.5","5319","86","86","95","83","79","True","10","| gin.edit.statement.SwapStatement ../examples/locoGP/src/main/java/locogp/SortQuick.java:19 <-> ../examples/locoGP/src/main/java/locogp/SortQuick.java:18 | gin.edit.statement.ReplaceStatement ../examples/locoGP/src/main/java/locogp/SortQuick.java:92 -> ../examples/locoGP/src/main/java/locogp/SortQuick.java:18 |","true","true","579329","67.47111"
"37","locogp.SortQuick","BRANCH","3","17","0.5","5319","86","86","95","83","79","True","68","|","false","true","0","0.0"
"38","locogp.SortQuick","BRANCH","3","17","0.5","5319","86","86","95","83","79","True","70","|","false","true","0","0.0"
"39","locogp.SortQuick","BRANCH","3","17","0.5","5319","86","86","95","83","79","True","26","| gin.edit.statement.SwapStatement ../examples/locoGP/src/main/java/locogp/SortQuick.java:18 <-> ../examples/locoGP/src/main/java/locogp/SortQuick.java:18 |","true","true","1060852","30.16605"
"40","locogp.SortQuick","BRANCH","3","17","0.5","5319","86","86","95","83","79","True","47","|","false","true","0","0.0"
"41","locogp.SortQuick","BRANCH","2","17","0.5","5319","86","79","95","74","71","True","27","| gin.edit.statement.SwapStatement ../examples/locoGP/src/main/java/locogp/SortQuick.java:18 <-> ../examples/locoGP/src/main/java/locogp/SortQuick.java:18 |","true","true","1159896","35.50354"
"42","locogp.SortQuick","BRANCH","2","17","0.5","5319","86","79","95","74","71","True","14","|","false","true","0","0.0"
