"Index","TARGET_CLASS","criterion","Size","Length","Fitness","Total_Time","evo_seed","BRANCH_Coverage","LINE_Coverage","WEAKMUTATION_Coverage","CBRANCH_Coverage","sampled","gin_seed","patch","validpatch","success","avgtime","speedup"
"1","locogp.SortBubbleDouble","BRANCH","3","13","0.5","5074","32","92","79","76","92","False","27","| gin.edit.statement.SwapStatement ../examples/locoGP/src/main/java/locogp/SortBubbleDouble.java:65 <-> ../examples/locoGP/src/main/java/locogp/SortBubbleDouble.java:50 | gin.edit.statement.CopyStatement ../examples/locoGP/src/main/java/locogp/SortBubbleDouble.java:116 -> ../examples/locoGP/src/main/java/locogp/SortBubbleDouble.java:18:101 |","true","true","945914","47.837875"
"2","locogp.SortBubbleDouble","BRANCH","3","13","0.5","5074","32","92","79","76","92","False","14","|","false","true","0","0.0"
"3","locogp.SortBubbleDouble","BRANCH","3","13","0.5","5074","32","92","79","76","92","False","38","|","false","true","0","0.0"
"4","locogp.SortBubbleDouble","BRANCH","3","13","0.5","5074","32","92","79","76","92","False","34","|","false","true","0","0.0"
"5","locogp.SortBubbleDouble","BRANCH","3","13","0.5","5074","32","92","79","76","92","False","11","|","false","true","0","0.0"
"6","locogp.SortBubbleDouble","BRANCH","3","13","0.5","5074","32","92","79","76","92","False","1","|","false","true","0","0.0"
"7","locogp.SortBubbleDouble","BRANCH","3","13","0.5","5074","32","92","79","76","92","False","10","|","false","true","0","0.0"
"8","locogp.SortBubbleDouble","BRANCH","3","13","0.5","5074","32","92","79","76","92","False","73","|","false","true","0","0.0"
"9","locogp.SortBubbleDouble","BRANCH","3","13","0.5","5074","32","92","79","76","92","False","31","| gin.edit.statement.SwapStatement ../examples/locoGP/src/main/java/locogp/SortBubbleDouble.java:18 <-> ../examples/locoGP/src/main/java/locogp/SortBubbleDouble.java:133 | gin.edit.statement.SwapStatement ../examples/locoGP/src/main/java/locogp/SortBubbleDouble.java:33 <-> ../examples/locoGP/src/main/java/locogp/SortBubbleDouble.java:116 | gin.edit.statement.SwapStatement ../examples/locoGP/src/main/java/locogp/SortBubbleDouble.java:90 <-> ../examples/locoGP/src/main/java/locogp/SortBubbleDouble.java:66 | gin.edit.statement.DeleteStatement ../examples/locoGP/src/main/java/locogp/SortBubbleDouble.java:65 |","true","true","1157448","-28.698593"
"10","locogp.SortBubbleDouble","BRANCH","3","13","0.5","5074","32","92","79","76","92","False","73","|","false","true","0","0.0"
"11","locogp.SortBubbleDouble","BRANCH","3","13","0.5","5074","32","92","79","76","92","False","31","|","false","true","0","0.0"
"12","locogp.SortBubbleDouble","BRANCH","3","13","0.5","5074","32","92","79","76","92","False","22","|","false","true","0","0.0"
"13","locogp.SortBubbleDouble","BRANCH","3","13","0.5","5074","32","92","79","76","92","False","23","|","false","true","0","0.0"
"14","locogp.SortBubbleDouble","BRANCH","3","13","0.5","5074","32","92","79","76","92","False","69","|","false","true","0","0.0"
"15","locogp.SortBubbleDouble","BRANCH","3","13","0.5","5074","32","92","79","76","92","False","71","|","false","true","0","0.0"
"16","locogp.SortBubbleDouble","BRANCH","3","13","0.5","5074","32","92","79","76","92","False","57","|","false","true","0","0.0"
"17","locogp.SortBubbleDouble","BRANCH","3","13","0.5","5074","32","92","79","76","92","False","37","|","false","true","0","0.0"
"18","locogp.SortBubbleDouble","BRANCH","3","13","0.5","5074","32","92","79","76","92","False","54","|","false","true","0","0.0"
"19","locogp.SortBubbleDouble","BRANCH","3","13","0.5","5074","32","92","79","76","92","False","1","|","false","true","0","0.0"
"20","locogp.SortBubbleDouble","BRANCH","3","13","0.5","5074","32","92","79","76","92","False","71","|","false","true","0","0.0"
"21","locogp.SortBubbleDouble","BRANCH","2","13","0.5","5074","32","85","57","52","85","True","7","|","false","true","0","0.0"
"22","locogp.SortBubbleDouble","BRANCH","2","13","0.5","5074","32","85","57","52","85","True","27","| gin.edit.statement.DeleteStatement ../examples/locoGP/src/main/java/locogp/SortBubbleDouble.java:132 |","true","true","2956232","-260.68607"
"23","locogp.SortBubbleDouble","BRANCH","2","13","0.5","5074","32","85","57","52","85","True","56","|","false","true","0","0.0"
"24","locogp.SortBubbleDouble","BRANCH","2","13","0.5","5074","32","85","57","52","85","True","29","|","false","true","0","0.0"
"25","locogp.SortBubbleDouble","BRANCH","2","13","0.5","5074","32","85","57","52","85","True","35","|","false","true","0","0.0"
"26","locogp.SortBubbleDouble","BRANCH","2","13","0.5","5074","32","85","57","52","85","True","79","|","false","true","0","0.0"
"27","locogp.SortBubbleDouble","BRANCH","2","13","0.5","5074","32","85","57","52","85","True","82","|","false","true","0","0.0"
"28","locogp.SortBubbleDouble","BRANCH","2","13","0.5","5074","32","85","57","52","85","True","58","|","false","true","0","0.0"
"29","locogp.SortBubbleDouble","BRANCH","2","13","0.5","5074","32","85","57","52","85","True","50","|","false","true","0","0.0"
"30","locogp.SortBubbleDouble","BRANCH","2","13","0.5","5074","32","85","57","52","85","True","21","|","false","true","0","0.0"
"31","locogp.SortBubbleDouble","BRANCH","2","13","0.5","5074","32","85","57","52","85","True","5","|","false","true","0","0.0"
"32","locogp.SortBubbleDouble","BRANCH","2","13","0.5","5074","32","85","57","52","85","True","89","|","false","true","0","0.0"
"33","locogp.SortBubbleDouble","BRANCH","2","13","0.5","5074","32","85","57","52","85","True","11","|","false","true","0","0.0"
"34","locogp.SortBubbleDouble","BRANCH","2","13","0.5","5074","32","85","57","52","85","True","41","|","false","true","0","0.0"
"35","locogp.SortBubbleDouble","BRANCH","2","13","0.5","5074","32","85","57","52","85","True","76","|","false","true","0","0.0"
"36","locogp.SortBubbleDouble","BRANCH","2","13","0.5","5074","32","85","57","52","85","True","50","|","false","true","0","0.0"
"37","locogp.SortBubbleDouble","BRANCH","2","13","0.5","5074","32","85","57","52","85","True","81","|","false","true","0","0.0"
"38","locogp.SortBubbleDouble","BRANCH","2","13","0.5","5074","32","85","57","52","85","True","84","|","false","true","0","0.0"
"39","locogp.SortBubbleDouble","BRANCH","2","13","0.5","5074","32","85","57","52","85","True","9","|","false","true","0","0.0"
"40","locogp.SortBubbleDouble","BRANCH","2","13","0.5","5074","32","85","57","52","85","True","68","|","false","true","0","0.0"
"41","locogp.SortBubbleDouble","BRANCH","1","13","0.5","5074","32","8","7","0","8","True","43","|","false","true","0","0.0"
"42","locogp.SortBubbleDouble","BRANCH","1","13","0.5","5074","32","8","7","0","8","True","76","|","false","true","0","0.0"
"43","locogp.SortBubbleDouble","BRANCH","1","13","0.5","5074","32","8","7","0","8","True","12","|","false","true","0","0.0"
"44","locogp.SortBubbleDouble","BRANCH","1","13","0.5","5074","32","8","7","0","8","True","78","|","false","true","0","0.0"
"45","locogp.SortBubbleDouble","BRANCH","1","13","0.5","5074","32","8","7","0","8","True","90","|","false","true","0","0.0"
"46","locogp.SortBubbleDouble","BRANCH","1","13","0.5","5074","32","8","7","0","8","True","12","|","false","true","0","0.0"
"47","locogp.SortBubbleDouble","BRANCH","1","13","0.5","5074","32","8","7","0","8","True","79","|","false","true","0","0.0"
"48","locogp.SortBubbleDouble","BRANCH","1","13","0.5","5074","32","8","7","0","8","True","55","|","false","true","0","0.0"
"49","locogp.SortBubbleDouble","BRANCH","1","13","0.5","5074","32","8","7","0","8","True","28","|","false","true","0","0.0"
"50","locogp.SortBubbleDouble","BRANCH","1","13","0.5","5074","32","8","7","0","8","True","1","|","false","true","0","0.0"
"51","locogp.SortBubbleDouble","BRANCH","1","13","0.5","5074","32","8","7","0","8","True","91","|","false","true","0","0.0"
"52","locogp.SortBubbleDouble","BRANCH","1","13","0.5","5074","32","8","7","0","8","True","7","|","false","true","0","0.0"
"53","locogp.SortBubbleDouble","BRANCH","1","13","0.5","5074","32","8","7","0","8","True","96","|","false","true","0","0.0"
"54","locogp.SortBubbleDouble","BRANCH","1","13","0.5","5074","32","8","7","0","8","True","4","|","false","true","0","0.0"
"55","locogp.SortBubbleDouble","BRANCH","1","13","0.5","5074","32","8","7","0","8","True","95","|","false","true","0","0.0"
"56","locogp.SortBubbleDouble","BRANCH","1","13","0.5","5074","32","8","7","0","8","True","82","|","false","true","0","0.0"
"57","locogp.SortBubbleDouble","BRANCH","1","13","0.5","5074","32","8","7","0","8","True","61","|","false","true","0","0.0"
"58","locogp.SortBubbleDouble","BRANCH","1","13","0.5","5074","32","8","7","0","8","True","45","|","false","true","0","0.0"
"59","locogp.SortBubbleDouble","BRANCH","1","13","0.5","5074","32","8","7","0","8","True","71","|","false","true","0","0.0"
"60","locogp.SortBubbleDouble","BRANCH","1","13","0.5","5074","32","8","7","0","8","True","61","|","false","true","0","0.0"
"61","locogp.SortBubbleDouble","BRANCH","1","13","0.5","5074","32","8","7","0","8","True","82","|","false","true","0","0.0"
"62","locogp.SortBubbleDouble","BRANCH","1","13","0.5","5074","32","8","7","0","8","True","39","|","false","true","0","0.0"
"63","locogp.SortBubbleDouble","BRANCH","1","13","0.5","5074","32","8","7","0","8","True","37","|","false","true","0","0.0"
"64","locogp.SortBubbleDouble","BRANCH","1","13","0.5","5074","32","8","7","0","8","True","63","|","false","true","0","0.0"
"65","locogp.SortBubbleDouble","BRANCH","1","13","0.5","5074","32","8","7","0","8","True","96","|","false","true","0","0.0"
"66","locogp.SortBubbleDouble","BRANCH","1","13","0.5","5074","32","8","7","0","8","True","28","|","false","true","0","0.0"
"67","locogp.SortBubbleDouble","BRANCH","1","13","0.5","5074","32","8","7","0","8","True","39","|","false","true","0","0.0"
"68","locogp.SortBubbleDouble","BRANCH","1","13","0.5","5074","32","8","7","0","8","True","61","|","false","true","0","0.0"
"69","locogp.SortBubbleDouble","BRANCH","1","13","0.5","5074","32","8","7","0","8","True","91","|","false","true","0","0.0"
"70","locogp.SortBubbleDouble","BRANCH","1","13","0.5","5074","32","8","7","0","8","True","27","|","false","true","0","0.0"
"71","locogp.SortBubbleDouble","BRANCH","1","13","0.5","5074","32","8","7","0","8","True","66","|","false","true","0","0.0"
"72","locogp.SortBubbleDouble","BRANCH","1","13","0.5","5074","32","8","7","0","8","True","93","|","false","true","0","0.0"
"73","locogp.SortBubbleDouble","BRANCH","1","13","0.5","5074","32","8","7","0","8","True","16","| gin.edit.statement.ReplaceStatement ../examples/locoGP/src/main/java/locogp/SortBubbleDouble.java:76 -> ../examples/locoGP/src/main/java/locogp/SortBubbleDouble.java:18 | gin.edit.statement.ReplaceStatement ../examples/locoGP/src/main/java/locogp/SortBubbleDouble.java:51 -> ../examples/locoGP/src/main/java/locogp/SortBubbleDouble.java:51 |","true","true","7942182","-70.82864"
"74","locogp.SortBubbleDouble","BRANCH","1","13","0.5","5074","32","8","7","0","8","True","40","|","false","true","0","0.0"
"75","locogp.SortBubbleDouble","BRANCH","1","13","0.5","5074","32","8","7","0","8","True","9","|","false","true","0","0.0"
"76","locogp.SortBubbleDouble","BRANCH","1","13","0.5","5074","32","8","7","0","8","True","60","|","false","true","0","0.0"
"77","locogp.SortBubbleDouble","BRANCH","1","13","0.5","5074","32","8","7","0","8","True","73","| gin.edit.statement.ReplaceStatement ../examples/locoGP/src/main/java/locogp/SortBubbleDouble.java:33 -> ../examples/locoGP/src/main/java/locogp/SortBubbleDouble.java:33 |","true","true","1758677","6.0956554"
"78","locogp.SortBubbleDouble","BRANCH","1","13","0.5","5074","32","8","7","0","8","True","46","|","false","true","0","0.0"
"79","locogp.SortBubbleDouble","BRANCH","1","13","0.5","5074","32","8","7","0","8","True","54","|","false","true","0","0.0"
"80","locogp.SortBubbleDouble","BRANCH","1","13","0.5","5074","32","8","7","0","8","True","99","|","false","true","0","0.0"
"81","locogp.SortBubbleDouble","BRANCH","3","10","0.5","5483","18","77","71","66","77","False","60","|","false","true","0","0.0"
"82","locogp.SortBubbleDouble","BRANCH","3","10","0.5","5483","18","77","71","66","77","False","48","|","false","true","0","0.0"
"83","locogp.SortBubbleDouble","BRANCH","3","10","0.5","5483","18","77","71","66","77","False","29","|","false","true","0","0.0"
"84","locogp.SortBubbleDouble","BRANCH","3","10","0.5","5483","18","77","71","66","77","False","47","|","false","true","0","0.0"
"85","locogp.SortBubbleDouble","BRANCH","3","10","0.5","5483","18","77","71","66","77","False","15","| gin.edit.statement.DeleteStatement ../examples/locoGP/src/main/java/locogp/SortBubbleDouble.java:51 | gin.edit.statement.CopyStatement ../examples/locoGP/src/main/java/locogp/SortBubbleDouble.java:50 -> ../examples/locoGP/src/main/java/locogp/SortBubbleDouble.java:147:172 |","true","true","2815359","27.103783"
"86","locogp.SortBubbleDouble","BRANCH","3","10","0.5","5483","18","77","71","66","77","False","53","|","false","true","0","0.0"
"87","locogp.SortBubbleDouble","BRANCH","3","10","0.5","5483","18","77","71","66","77","False","91","|","false","true","0","0.0"
"88","locogp.SortBubbleDouble","BRANCH","3","10","0.5","5483","18","77","71","66","77","False","61","|","false","true","0","0.0"
"89","locogp.SortBubbleDouble","BRANCH","3","10","0.5","5483","18","77","71","66","77","False","19","|","false","true","0","0.0"
"90","locogp.SortBubbleDouble","BRANCH","3","10","0.5","5483","18","77","71","66","77","False","54","|","false","true","0","0.0"
